,lotAreaValue,address,bedrooms,longitude,latitude,zpid,bathrooms,livingArea,CONDO,LOT,SINGLE_FAMILY,TOWNHOUSE,price
406,0.03,27587,3.0,-78.49236,35.967358,331656492,4.0,2208.0,0,0,0,1,412070
422,0.3,27608,2.0,-78.66069,35.804085,6399802,1.0,955.0,0,0,0,0,825000
851,1.38,27526,4.0,-78.78995,35.642624,6415507,4.0,5187.0,0,0,1,0,1150000
215,0.46,27526,3.0,-78.725685,35.61829,6458148,2.0,1188.0,0,0,0,0,105000
386,0.06,27587,4.0,-78.48878,35.97855,133700348,4.0,1879.0,0,0,1,0,353475
150,3.87,27607,3.0,-78.744675,35.804764,6427874,3.0,2108.0,0,1,0,0,1600000
63,0.144,27591,2.0,-78.42377,35.757607,336868871,2.0,2037.0,0,0,1,0,537081
109,0.05,27616,3.0,-78.55099,35.89921,69566683,3.0,1510.0,0,0,0,1,315000
628,0.27,27571,5.0,-78.462395,35.929672,132314013,3.0,2501.0,0,0,1,0,500000
324,1.01,27539,3.0,-78.76703,35.685074,331657350,3.0,2108.0,0,1,0,0,295000
655,0.76,27616,3.0,-78.55648,35.858665,6439443,3.0,2079.0,0,0,1,0,475000
462,0.21,27526,4.0,-78.749626,35.572403,103764022,3.0,2402.0,0,0,1,0,480000
316,0.2299999999999999,27501,4.0,-78.75276,35.54338,122282049,3.0,2675.0,0,0,1,0,450000
660,0.31,27610,4.0,-78.60598,35.740902,6480259,3.0,2084.0,0,0,1,0,360000
848,0.76,27529,3.0,-78.55,35.678654,6384003,2.0,1144.0,0,0,1,0,305000
427,2.573,27616,3.0,-78.58615,35.86887,6436829,3.0,2108.0,0,1,0,0,1350000
626,0.0,27615,2.0,-78.64548,35.875004,132231147,2.0,1008.0,1,0,0,0,170000
292,0.89,27539,3.0,-78.80158,35.6918,6513201,4.0,4090.0,0,0,1,0,800000
677,0.54,27617,6.0,-78.801315,35.91583,67554648,7.0,6481.0,0,0,1,0,1319000
504,0.76,27592,4.0,-78.698395,35.543274,336866249,3.0,2136.0,0,0,1,0,365000
934,0.1699999999999999,27610,3.0,-78.62216,35.768356,6398007,1.0,935.0,0,0,1,0,270000
407,0.2299999999999999,27591,5.0,-78.36336,35.76778,331656760,3.0,2154.0,0,0,1,0,469000
163,0.38,27519,5.0,-78.90693,35.80818,71206490,4.0,3892.0,0,0,1,0,1350000
464,0.36,27539,5.0,-78.754654,35.660423,118203369,5.0,3595.0,0,0,1,0,825000
951,0.03,27606,2.0,-78.73364,35.78032,6504487,3.0,1250.0,0,0,0,1,270000
231,0.1199954086317722,27519,3.0,-78.84913,35.774834,6535363,2.5,1558.0,0,0,1,0,425000
308,0.127,27616,3.0,-78.52087,35.895702,113105309,3.0,2455.0,0,0,1,0,430000
748,0.29,27613,4.0,-78.71604,35.879322,6493305,3.0,2354.0,0,0,1,0,572500
769,0.18,27513,3.0,-78.777954,35.80053,6501268,3.0,1901.0,0,0,1,0,460500
744,0.02,27612,2.0,-78.664856,35.85637,6458696,2.0,1400.0,0,0,0,1,265000
32,0.03,27617,2.0,-78.76899,35.91498,68319712,3.0,1420.0,0,0,0,1,320000
530,0.92,27539,4.0,-78.79291,35.687923,6520117,3.0,2951.0,0,0,1,0,635000
87,0.56,27587,3.0,-78.551704,35.970146,6510268,3.0,2702.0,0,0,1,0,686000
346,7.3899908172635,27529,3.0,-78.645775,35.690918,6410645,1.0,640.0,0,1,0,0,259000
746,0.03,27612,2.0,-78.71031,35.852673,6491813,3.0,1271.0,0,0,0,1,321500
679,0.129981634527089,27616,4.0,-78.50725,35.89262,67558120,3.0,1998.0,0,0,1,0,2100
508,0.25,27604,3.0,-78.55934,35.81014,60397986,2.0,1997.0,0,0,1,0,437000
348,4.4799816345271,27523,3.0,-78.92958,35.747833,6411896,1.0,2223.0,0,0,1,0,420000
463,0.1399999999999999,27523,4.0,-78.829865,35.756474,103767212,3.0,2555.0,0,0,1,0,636000
569,0.04,27610,3.0,-78.55558,35.76063,215491537,3.0,1645.0,0,0,0,1,322500
835,0.04,27612,3.0,-78.71727,35.85357,53461051,3.0,1702.0,0,0,0,1,310000
976,0.4,27587,3.0,-78.48959,35.978943,215487102,3.0,1600.0,0,0,0,1,349900
760,0.84,27612,4.0,-78.69327,35.83742,6414813,3.0,2678.0,0,0,1,0,717500
932,1.44,27597,3.0,-78.31766,35.872547,6392791,3.0,1819.0,0,0,1,0,335000
412,0.04,27502,3.0,-78.861374,35.740444,50119219,3.0,1678.0,0,0,0,1,399000
457,0.49,27592,3.0,-78.7045,35.584106,68010873,3.0,2858.0,0,0,1,0,553500
783,1.05,27610,3.0,-78.501114,35.743103,88948003,2.0,1500.0,0,0,1,0,375000
648,1.06,27615,4.0,-78.64864,35.918125,6396232,5.0,3837.0,0,0,1,0,900000
675,0.54,27587,4.0,-78.522575,35.913113,6549100,3.0,2454.0,0,0,1,0,600000
727,0.59,27562,5.0,-78.952835,35.68283,305118133,5.0,3944.0,0,0,1,0,1280000
376,0.2,27587,4.0,-78.52837,35.97303,111577394,3.0,2582.0,0,0,1,0,505000
753,0.1699999999999999,27616,4.0,-78.526245,35.880825,6520425,3.0,2083.0,0,0,1,0,455000
36,0.64,27603,4.0,-78.69845,35.64019,71661631,4.0,4322.0,0,0,1,0,951000
353,0.3,27609,4.0,-78.630486,35.846466,6426422,3.0,2286.0,0,0,1,0,785000
762,0.25,27604,3.0,-78.615364,35.80195,6427115,1.0,1080.0,0,0,1,0,350000
302,0.28,27539,5.0,-78.756584,35.65397,67556750,3.0,3017.0,0,0,1,0,739555
605,0.03,27519,3.0,-78.90382,35.81828,81436576,3.0,1900.0,0,0,0,1,417000
959,0.24,27616,4.0,-78.52585,35.86859,65335570,3.0,1991.0,0,0,1,0,393000
589,0.05,27606,2.0,-78.716866,35.751827,53461900,3.0,1475.0,0,0,0,1,340000
338,0.46,27603,4.0,-78.680244,35.680485,6377857,3.0,2002.0,0,0,1,0,368000
765,0.1,27518,3.0,-78.77357,35.730446,6486789,3.0,2776.0,0,0,1,0,545000
1,0.62,27604,3.0,-78.56691,35.82752,6416297,2.0,1251.0,0,0,1,0,265000
872,1.89,27597,4.0,-78.28057,35.84732,6539184,3.0,2913.0,0,0,1,0,499009
8,0.67998163452709,27545,3.0,-78.46159,35.75946,6464755,2.0,1382.0,0,0,1,0,39500
154,0.91999540863177,27529,4.0,-78.61777,35.6698,6443955,3.0,2378.0,0,0,1,0,490000
156,0.95998622589532,27615,4.0,-78.64802,35.921265,6458486,5.0,2920.0,0,0,1,0,615000
826,0.05,27529,3.0,-78.614845,35.693115,248756641,3.0,1618.0,0,0,0,1,375000
72,0.3,27540,3.0,-78.821304,35.6325,60393302,2.0,1265.0,0,0,1,0,355000
687,0.03,27614,3.0,-78.55886,35.92245,69565980,3.0,1728.0,0,0,0,1,355000
277,0.05,27523,3.0,-78.879135,35.7523,60532490,3.0,1563.0,0,0,0,1,415000
598,0.3,27609,3.0,-78.63717,35.84992,6406882,2.0,1933.0,0,0,1,0,475000
268,0.2299999999999999,27597,3.0,-78.33596,35.831097,50112355,2.0,1133.0,0,0,1,0,257200
750,0.03,27612,2.0,-78.71758,35.836277,6504799,3.0,1224.0,0,0,0,1,305000
119,0.21,27526,5.0,-78.81901,35.595177,122279447,4.0,3377.0,0,0,1,0,650000
521,0.21,27605,4.0,-78.646065,35.791534,6428518,4.0,2329.0,0,0,1,0,700000
759,0.19,27519,3.0,-78.86214,35.772884,6534606,3.0,2257.0,0,0,1,0,620000
697,0.205,27591,3.0,-78.41908,35.768047,125165793,3.0,2544.0,0,0,1,0,535000
901,1.45,27613,4.0,-78.714035,35.89597,133704421,6.0,6326.0,0,0,1,0,1520000
775,0.21,27518,4.0,-78.7574,35.743347,6562330,3.0,3439.0,0,0,1,0,700000
14,0.15,27513,3.0,-78.77595,35.799,6495141,3.0,1867.0,0,0,1,0,480000
445,0.27,27613,4.0,-78.7481,35.931602,6521293,3.0,2151.0,0,0,1,0,525000
428,0.85,27597,0.0,-78.31777,35.865906,6445194,0.0,1288.0,0,1,0,0,65000
291,0.05,27518,2.0,-78.76632,35.72493,6504425,3.0,2358.0,0,0,0,1,625000
385,0.26,27616,5.0,-78.52358,35.86571,133221807,3.0,2211.0,0,0,1,0,490000
684,0.34,27587,5.0,-78.52834,35.936184,67557981,4.0,4214.0,0,0,1,0,625000
69,0.05,27613,3.0,-78.73523,35.90036,50120511,3.0,1824.0,0,0,0,1,377500
810,0.03,27607,2.0,-78.67254,35.800755,122279280,3.0,1467.0,0,0,0,1,459400
720,0.11,27519,4.0,-78.89744,35.819576,215485561,3.0,2335.0,0,0,0,1,570000
879,0.39,27571,4.0,-78.45841,35.93239,68319946,3.0,2477.0,0,0,1,0,437500
151,0.75,27609,3.0,-78.649925,35.829597,6435250,3.0,2108.0,0,1,0,0,1654320
623,0.0,27607,3.0,-78.69288,35.813587,132191228,2.0,990.0,1,0,0,0,270000
218,0.29,27615,6.0,-78.63924,35.889202,6468806,4.0,3693.0,0,0,1,0,835000
667,0.04,27502,3.0,-78.831764,35.73865,6505072,3.0,1615.0,0,0,0,1,365000
928,0.029,27610,2.0,-78.55522,35.762882,60537796,3.0,1218.0,0,0,0,1,230000
989,0.1699999999999999,27606,3.0,-78.73403,35.74851,50107007,2.0,1977.0,0,0,1,0,455000
812,0.15,27616,4.0,-78.51153,35.83856,133704265,3.0,2671.0,0,0,1,0,490000
861,0.2,27610,4.0,-78.5476,35.75524,6493945,3.0,2012.0,0,0,1,0,350000
71,0.04,27615,2.0,-78.59154,35.889416,53456696,2.0,1197.0,0,0,0,1,315500
573,0.06,27502,4.0,-78.88546,35.74184,246654745,4.0,2478.0,0,0,0,1,528000
960,0.16,27526,3.0,-78.7689,35.614716,103762944,3.0,1800.0,0,0,1,0,420000
130,0.1099862258953168,27604,3.0,-78.543526,35.81246,50115261,2.5,1224.0,0,0,1,0,254500
354,0.42,27511,3.0,-78.79573,35.770393,6429481,2.0,1464.0,0,0,1,0,427000
226,2.52,27592,3.0,-78.712776,35.585518,6500648,2.0,1500.0,0,0,1,0,365000
926,0.12,27603,3.0,-78.670105,35.744488,60535266,3.0,1629.0,0,0,1,0,435000
897,0.1,27612,3.0,-78.691765,35.83284,122278658,3.0,2559.0,0,0,0,1,825000
846,0.06,27612,3.0,-78.67848,35.848267,50119315,3.0,2070.0,0,0,0,1,515000
37,0.04,27610,3.0,-78.545135,35.796658,71844288,3.0,1513.0,0,0,0,1,290000
978,0.104,27587,3.0,-78.499504,35.978832,215493038,3.0,1530.0,0,0,1,0,368000
980,0.37,27616,7.0,-78.55687,35.850586,248752120,7.0,4400.0,0,0,1,0,692000
25,0.24,27519,3.0,-78.876144,35.78308,6545364,3.0,1567.0,0,0,1,0,512000
451,0.03,27540,3.0,-78.8314,35.674156,65343766,3.0,1470.0,0,0,0,1,320000
658,1.14,27615,4.0,-78.64634,35.902496,6470707,3.0,3619.0,0,0,1,0,825000
734,1.0,27526,3.0,-78.76829,35.542942,53460324,2.0,2280.0,0,0,0,0,160000
802,0.08,27560,3.0,-78.83873,35.826103,71845606,3.0,2350.0,0,0,0,1,524900
790,0.0,27609,2.0,-78.63442,35.830986,132222436,2.0,1120.0,0,0,0,1,317000
322,0.0399908172635445,27616,3.0,-78.5372,35.859837,305117663,3.5,1940.0,0,0,1,0,398000
34,0.04,27539,3.0,-78.79782,35.681225,68320957,3.0,2318.0,0,0,0,1,431000
295,0.25,27560,3.0,-78.84068,35.835575,65329268,3.0,2284.0,0,0,1,0,595000
895,0.13,27587,4.0,-78.4659,35.96121,119341863,3.0,2227.0,0,0,1,0,460000
128,0.2,27614,3.0,-78.588905,35.91295,50111644,3.0,2274.0,0,0,1,0,539900
935,0.57,27511,3.0,-78.78644,35.74613,6399388,5.0,4255.0,0,0,1,0,1295000
196,0.2099862258953168,27540,3.0,-78.884834,35.65168,336866248,3.0,2108.0,0,1,0,0,721500
676,0.25,27603,4.0,-78.66954,35.741707,6555094,3.0,2037.0,0,0,1,0,500000
534,5.28,27614,4.0,-78.60324,35.934372,6524853,9.0,12178.0,0,0,1,0,4100000
173,0.22,27519,4.0,-78.88541,35.821575,122283397,4.0,3552.0,0,0,1,0,960000
949,11.25,27596,4.0,-78.38298,35.93337,6499475,3.0,1708.0,0,0,0,0,310000
175,0.69,27539,4.0,-78.717636,35.675415,125247256,4.0,4267.0,0,0,1,0,870000
943,0.59,27613,4.0,-78.722725,35.900974,6455880,3.0,3073.0,0,0,1,0,730000
424,0.24,27609,3.0,-78.636284,35.853344,6422294,3.0,2050.0,0,0,1,0,600000
668,0.24,27539,3.0,-78.73542,35.642754,6506800,2.0,1220.0,0,0,1,0,355000
335,0.0699954086317722,27606,2.0,-78.71613,35.752003,53461884,3.0,1462.0,0,0,0,1,315000
225,0.04,27615,3.0,-78.67304,35.888012,6499813,4.0,2112.0,0,0,0,1,415000
26,0.35,27540,4.0,-78.863304,35.63307,6545941,3.0,1850.0,0,0,1,0,420000
555,0.47,27617,4.0,-78.80355,35.909958,70394619,4.0,4699.0,0,0,1,0,1200000
657,0.82,27539,3.0,-78.78687,35.667484,6457647,3.0,2108.0,0,1,0,0,77000
365,0.04,27613,2.0,-78.729576,35.877823,65339880,4.0,1896.0,0,0,0,1,360000
171,0.4,27540,4.0,-78.86987,35.638096,122065625,3.0,2691.0,0,0,1,0,585000
726,0.211,27545,5.0,-78.46085,35.798985,305116978,4.0,3427.0,0,0,1,0,591591
437,1.46,27520,3.0,-78.49488,35.68799,6494229,2.0,1759.0,0,0,1,0,375000
523,0.04,27511,3.0,-78.762314,35.76809,6445317,3.0,1582.0,0,0,0,1,340000
6,5.65,27597,3.0,-78.34696,35.824886,6461171,3.0,2340.0,0,0,1,0,575000
224,1.0,27523,3.0,-78.84268,35.75258,6498568,2.0,2324.0,0,0,1,0,625000
363,0.22,27604,4.0,-78.54836,35.806538,6521386,3.0,2179.0,0,0,1,0,405000
882,0.21,27518,5.0,-78.78302,35.73007,6537199,3.0,3386.0,0,0,1,0,725000
696,1.7,27526,4.0,-78.780396,35.64107,122282448,4.0,4058.0,0,0,1,0,1150000
619,0.08,27502,4.0,-78.84033,35.732754,122280086,3.0,2405.0,0,0,1,0,615000
702,0.39,27529,4.0,-78.580315,35.670673,133206470,3.0,2455.0,0,0,1,0,490000
629,0.19,27587,3.0,-78.50221,35.999336,132335256,2.0,1656.0,0,0,1,0,444000
443,0.48,27540,3.0,-78.81321,35.605827,6516949,3.0,1505.0,0,0,1,0,390000
67,0.5,27587,4.0,-78.540695,36.00368,50119796,4.0,3586.0,0,0,1,0,755000
597,0.1399999999999999,27601,3.0,-78.631035,35.783848,6403324,2.0,2423.0,0,0,1,0,920000
470,0.229981634527089,27523,3.0,-78.832306,35.76099,124269055,2.5,2410.0,0,0,1,0,469000
204,0.38,27529,3.0,-78.62319,35.716484,6379831,3.0,2108.0,0,1,0,0,164500
606,0.4,27519,3.0,-78.91384,35.8255,83955919,3.0,1737.0,0,0,0,1,425000
413,0.24,27614,4.0,-78.56718,35.91451,53455899,3.0,2608.0,0,0,1,0,595000
685,0.06,27612,3.0,-78.71959,35.859844,68320477,3.0,1860.0,0,0,0,1,441000
377,0.31,27539,4.0,-78.73006,35.6401,118509052,4.0,3027.0,0,0,1,0,695000
420,0.45998622589532,27609,3.0,-78.63998,35.852715,6386806,1.5,1486.0,0,0,1,0,440000
286,0.92,27603,3.0,-78.633965,35.649544,6476579,2.0,1613.0,0,0,1,0,373900
485,1.84,27587,5.0,-78.59817,35.97507,122275353,5.0,4907.0,0,0,1,0,1325000
859,1.69,27519,4.0,-78.88944,35.76939,6486225,5.0,3144.0,0,0,1,0,879000
75,0.19,27610,4.0,-78.563095,35.72948,60536740,3.0,1542.0,0,0,1,0,337000
539,0.2299999999999999,27526,3.0,-78.78209,35.606136,65343224,3.0,2411.0,0,0,1,0,455000
832,0.19,27615,4.0,-78.67524,35.892277,50100574,3.0,2967.0,0,0,1,0,675000
811,0.16,27603,4.0,-78.69925,35.66118,133702832,3.0,2893.0,0,0,1,0,591600
133,0.3,27614,4.0,-78.56358,35.945236,50118842,3.0,2716.0,0,0,1,0,675000
536,0.3,27519,6.0,-78.91185,35.814068,65339221,6.0,4249.0,0,0,1,0,1080000
853,0.6,27587,3.0,-78.68861,36.00986,6422643,1.0,1178.0,0,0,1,0,255000
127,0.18,27502,3.0,-78.90995,35.72179,50110256,2.0,1825.0,0,0,1,0,415000
607,0.71,27529,3.0,-78.53602,35.65412,88951385,3.0,2584.0,0,0,1,0,464900
326,0.1099862258953168,27529,3.0,-78.61668,35.684017,336867278,3.0,2108.0,0,1,0,0,373000
349,0.93,27615,4.0,-78.63658,35.896744,6413840,4.0,2981.0,0,0,1,0,475000
79,11.5,27545,3.0,-78.47939,35.81749,6401776,3.0,2108.0,0,1,0,0,600000
941,0.3,27511,4.0,-78.767555,35.786068,6442081,3.0,1785.0,0,0,1,0,475500
103,0.03,27545,3.0,-78.51511,35.77635,67554664,3.0,1413.0,0,0,0,1,295500
104,0.2,27502,3.0,-78.86865,35.726326,67556863,3.0,2106.0,0,0,1,0,600000
801,1.34,27597,3.0,-78.28413,35.802086,71204461,2.0,1855.0,0,0,1,0,330000
963,0.32,27608,4.0,-78.65407,35.804146,132217183,4.0,2685.0,0,0,1,0,1600000
919,0.338,27502,5.0,-78.902054,35.706757,215488885,7.0,5124.0,0,0,1,0,1362500
297,0.275,27587,3.0,-78.49174,35.944275,65340728,3.0,2894.0,0,0,1,0,702000
831,0.06,27601,3.0,-78.627464,35.777607,336868742,4.0,2034.0,0,0,0,1,801509
213,0.1699999999999999,27591,3.0,-78.37135,35.78824,6432989,1.0,960.0,0,0,1,0,230000
234,0.22,27612,3.0,-78.72889,35.870907,6557635,2.0,1471.0,0,0,1,0,473000
27,0.27,27617,3.0,-78.73339,35.902935,6558693,3.0,1675.0,0,0,1,0,445000
947,0.6,27518,5.0,-78.770996,35.72841,6481853,3.0,3366.0,0,0,1,0,735000
533,0.27,27518,5.0,-78.77798,35.716393,6523906,3.0,2703.0,0,0,1,0,600000
621,0.2,27526,3.0,-78.77915,35.606064,131712219,3.0,2108.0,0,1,0,0,80850
663,0.04,27604,2.0,-78.582886,35.842186,6487490,2.0,1065.0,1,0,0,0,262000
898,0.34,27571,4.0,-78.45695,35.9116,125168479,4.0,2908.0,0,0,1,0,551000
332,0.03,27511,3.0,-78.79143,35.76642,50114510,3.0,1481.0,0,0,0,1,325000
834,0.34,27614,4.0,-78.56768,35.91672,53455919,4.0,3075.0,0,0,1,0,750000
640,0.69,27603,4.0,-78.65046,35.64561,60396561,3.0,2491.0,0,0,1,0,440000
617,0.2299999999999999,27613,4.0,-78.71117,35.866283,122142882,4.0,3373.0,0,0,1,0,785000
449,0.21,27540,3.0,-78.87376,35.63186,65334995,3.0,1664.0,0,0,1,0,385000
341,0.11,27601,3.0,-78.634254,35.77019,6392309,3.0,1690.0,0,0,1,0,730000
331,0.12,27591,2.0,-78.42373,35.758144,336869597,2.0,1599.0,0,0,1,0,440471
981,0.15,27526,3.0,-78.74564,35.589546,248755285,2.0,1461.0,0,0,1,0,390000
339,0.7,27545,3.0,-78.52283,35.782276,6384383,2.0,2030.0,0,0,1,0,341100
236,0.96,27615,4.0,-78.68411,35.936447,6559990,3.0,3658.0,0,0,1,0,833250
146,0.21,27610,2.0,-78.60835,35.78965,6417877,1.0,1037.0,0,0,1,0,300000
283,0.26,27604,3.0,-78.578094,35.82659,6465326,2.0,1588.0,0,0,1,0,387500
280,0.3,27609,3.0,-78.62705,35.8591,6460351,3.0,1740.0,0,0,0,1,350000
140,0.081,27587,3.0,-78.525024,35.99934,60399389,3.0,2111.0,0,0,0,1,354000
700,0.0,27615,2.0,-78.65041,35.891296,132228607,2.0,1280.0,1,0,0,0,301000
937,0.24,27513,3.0,-78.7855,35.793205,6416076,4.0,4079.0,0,0,1,0,902860
102,0.1699999999999999,27545,3.0,-78.47148,35.76552,6557526,2.0,1240.0,0,0,1,0,321000
483,0.2,27545,5.0,-78.483925,35.81179,113223164,3.0,3272.0,0,0,1,0,450000
129,0.40998622589532,27519,4.0,-78.866684,35.794407,50112514,3.0,3300.0,0,0,1,0,654000
359,0.28,27511,3.0,-78.82435,35.75546,6455434,3.0,1469.0,0,0,1,0,460000
751,0.1,27513,3.0,-78.83991,35.797775,6506602,3.0,2181.0,0,0,1,0,635000
624,0.0,27605,2.0,-78.65266,35.79426,132219736,2.0,1082.0,1,0,0,0,400000
381,0.0,27614,3.0,-78.568794,35.922794,132275361,3.0,1692.0,1,0,0,0,307000
230,0.1699954086317722,27616,3.0,-78.52286,35.874565,65333723,2.5,2112.0,0,0,1,0,463500
46,1.2599862258953,27610,3.0,-78.57987,35.796795,133216932,3.0,2108.0,0,1,0,0,2260000
405,0.0539999999999999,27529,3.0,-78.59209,35.705273,331654481,3.0,1500.0,0,0,0,1,402000
465,0.7,27526,4.0,-78.756996,35.64018,118509260,4.0,3614.0,0,0,1,0,850000
101,0.27998163452709,27613,3.0,-78.73173,35.899887,6546411,2.5,2678.0,0,0,1,0,900000
843,1.86,27614,5.0,-78.611725,35.9204,50100084,6.0,5855.0,0,0,1,0,900000
741,0.51,27529,4.0,-78.59722,35.693054,6437120,3.0,2500.0,0,0,1,0,435000
550,0.22,27519,4.0,-78.86789,35.818665,67554152,4.0,3186.0,0,0,1,0,880000
535,0.13,27616,3.0,-78.50707,35.888165,65337851,3.0,1744.0,0,0,1,0,395000
253,0.24,27502,4.0,-78.904526,35.70838,248748361,5.0,3552.0,0,0,1,0,1050000
789,0.0,27612,2.0,-78.71629,35.835453,132171583,2.0,1063.0,1,0,0,0,275000
873,0.3,27540,3.0,-78.86149,35.633453,6548172,3.0,1765.0,0,0,1,0,430000
144,1.0,27587,3.0,-78.69801,36.05655,6408058,3.0,1694.0,0,0,1,0,339000
261,0.27998163452709,27587,3.0,-78.46012,35.957962,336869539,3.0,2108.0,0,1,0,0,483000
12,0.36,27513,3.0,-78.779274,35.80858,6472961,2.0,2071.0,0,0,1,0,440000
11,0.1699999999999999,27613,3.0,-78.70865,35.8781,6472796,3.0,1398.0,0,0,1,0,407500
678,0.09,27617,4.0,-78.73599,35.91646,67557232,3.0,2043.0,0,0,0,1,490000
123,1.17,27587,4.0,-78.52806,35.993706,50102541,4.0,3007.0,0,0,1,0,640000
646,1.06,27592,3.0,-78.70883,35.558064,6392733,3.0,2393.0,0,0,1,0,237500
615,0.21,27587,4.0,-78.48701,35.94148,120874437,4.0,2741.0,0,0,1,0,625000
747,0.29,27545,3.0,-78.48546,35.788887,6492316,3.0,1321.0,0,0,1,0,350000
148,0.229981634527089,27610,4.0,-78.61071,35.774117,6426816,2.5,1407.0,0,0,1,0,290000
296,0.1399999999999999,27560,3.0,-78.836555,35.82764,65335132,3.0,1662.0,0,0,1,0,485000
501,0.05,27502,3.0,-78.88433,35.74343,305125109,3.0,1536.0,0,0,0,1,407100
205,0.28,27529,3.0,-78.61351,35.709263,6384076,1.0,1007.0,0,0,1,0,265000
782,0.2,27526,3.0,-78.809135,35.573994,81761989,3.0,2303.0,0,0,1,0,415000
169,0.04,27604,3.0,-78.5884,35.82911,88948341,3.0,1482.0,0,0,0,1,300000
616,0.1399999999999999,27502,3.0,-78.85261,35.725338,122067190,3.0,1819.0,0,0,1,0,456250
164,0.03,27616,3.0,-78.52207,35.852657,71845160,3.0,1553.0,0,0,0,1,320000
510,0.68,27540,4.0,-78.79597,35.64932,60531807,4.0,4518.0,0,0,1,0,865000
662,0.84,27615,4.0,-78.67146,35.89107,6483229,3.0,2611.0,0,0,1,0,745000
347,0.4,27608,3.0,-78.6461,35.809208,6411480,3.0,2376.0,0,0,0,0,810000
22,0.08,27604,3.0,-78.637024,35.79521,65332012,3.0,1653.0,0,0,1,0,750000
41,0.19,27597,4.0,-78.324905,35.84622,125244931,3.0,2708.0,0,0,1,0,877500
871,0.04,27606,2.0,-78.710724,35.751366,65342360,3.0,1324.0,0,0,0,1,375000
152,0.16,27502,4.0,-78.845474,35.727493,6436708,4.0,3162.0,0,0,1,0,803225
3,0.35998622589532,27511,3.0,-78.77723,35.78286,6428563,1.0,1216.0,0,0,1,0,510000
995,0.34,27523,4.0,-78.8833,35.75961,50116002,3.0,2337.0,0,0,1,0,635000
459,0.13,27614,3.0,-78.580696,35.9249,71671668,3.0,2855.0,0,0,1,0,650000
334,0.2,27526,3.0,-78.75855,35.58397,50116927,3.0,1483.0,0,0,1,0,397000
695,0.15,27502,4.0,-78.9036,35.733814,122060746,3.0,2900.0,0,0,1,0,692000
482,0.13,27526,4.0,-78.74931,35.572327,103766721,3.0,2458.0,0,0,1,0,480000
630,0.2,27526,3.0,-78.779785,35.60592,132344759,3.0,2108.0,0,1,0,0,80850
736,0.1399999999999999,27614,3.0,-78.56276,35.936684,60537201,2.0,1462.0,0,0,0,1,390000
92,0.24,27518,3.0,-78.78939,35.70926,6524764,3.0,2278.0,0,0,1,0,565000
323,1.4199954086318,27591,3.0,-78.41142,35.75211,305126964,1.0,880.0,0,0,1,0,80000
666,0.06,27615,2.0,-78.64615,35.873455,6498988,2.0,1167.0,0,0,0,1,310000
855,0.94,27606,3.0,-78.74757,35.70835,6458728,2.0,2025.0,0,0,1,0,600000
507,0.63,27539,4.0,-78.73207,35.68814,53455387,4.0,2745.0,0,0,1,0,635000
167,0.04,27610,3.0,-78.54441,35.7962,81437190,3.0,1280.0,0,0,0,1,295000
933,1.07,27614,3.0,-78.66118,35.932827,6396943,3.0,3373.0,0,0,1,0,534000
452,0.2299999999999999,27612,4.0,-78.674126,35.863113,6537177,4.0,2808.0,0,0,1,0,651500
542,0.22,27529,3.0,-78.605255,35.691833,6538142,3.0,2145.0,0,0,1,0,391000
384,0.1399908172635445,27610,3.0,-78.5636,35.7215,133215883,2.5,1828.0,0,0,1,0,425000
500,0.06,27591,3.0,-78.42578,35.763306,248747795,3.0,1664.0,0,0,0,1,390000
651,0.42,27529,3.0,-78.62115,35.703003,6406651,2.0,1557.0,0,0,1,0,320000
730,0.03,27511,3.0,-78.77912,35.78522,331657087,4.0,2471.0,0,0,0,1,1300000
223,0.25,27613,3.0,-78.70969,35.867783,6493587,2.0,1482.0,0,0,1,0,365000
118,0.82,27612,5.0,-78.697914,35.837128,119340745,6.0,5391.0,0,0,1,0,2350000
526,0.3,27513,4.0,-78.81128,35.783253,6489427,4.0,1886.0,0,0,1,0,460000
403,0.69,27592,3.0,-78.65673,35.564003,305122785,2.0,2139.0,0,0,1,0,440000
866,0.33,27613,4.0,-78.697395,35.885834,6517873,3.0,3092.0,0,0,1,0,775000
488,0.34,27612,5.0,-78.68643,35.866817,132196920,4.0,3968.0,0,0,1,0,1218226
515,0.47,27610,3.0,-78.54389,35.761726,6421807,2.0,1260.0,0,0,1,0,270000
143,0.65,27609,4.0,-78.61833,35.856373,6382982,3.0,2503.0,0,0,1,0,686500
202,2.25,27603,3.0,-78.68856,35.68883,6376784,3.0,1539.0,0,0,1,0,350000
273,0.55,27603,3.0,-78.66015,35.627125,60396451,2.0,1595.0,0,0,1,0,401000
68,0.28,27502,4.0,-78.898445,35.72082,50119998,3.0,1889.0,0,0,1,0,540000
844,0.15,27613,4.0,-78.72121,35.890465,50101900,3.0,2249.0,0,0,1,0,510000
56,1.22,27540,4.0,-78.861404,35.57248,305116508,4.0,3110.0,0,0,1,0,761000
177,0.7,27597,3.0,-78.332825,35.795124,133226322,3.5,3502.0,0,0,1,0,507000
198,0.0699954086317722,27616,3.0,-78.53535,35.847565,336867807,3.0,2108.0,0,1,0,0,590500
43,0.15,27591,3.0,-78.42179,35.768063,125275819,3.0,2469.0,0,0,1,0,485000
