,propertyType,lotAreaValue,address,price,bedrooms,longitude,latitude,zpid,bathrooms,livingArea,SB_ID
20,TOWNHOUSE,0.03,27612,387500,3,-78.72409,35.869568,133201060,4,1928,33
21,SINGLE_FAMILY,1.45,27613,1520000,4,-78.714035,35.89597,133704421,6,6326,34
22,CONDO,0,27526,306850,2,,,2062301182,2,905,35
23,SINGLE_FAMILY,0.17,27526,469871,4,,,2062302140,3,2170,36
24,CONDO,0,27526,300000,2,,,2062305256,1,802,37
25,CONDO,0,27526,309500,2,,,2062305257,2,905,38
26,SINGLE_FAMILY,0.17,27591,539354,4,,,2062404031,3,2004,39
27,SINGLE_FAMILY,0.26,27502,995000,5,,,2063020859,5,4251,40
28,SINGLE_FAMILY,0.164,27529,545000,4,,,2063372258,3,2537,41
29,TOWNHOUSE,0.053,27610,391000,3,,,2065512553,3,1689,42
30,SINGLE_FAMILY,0.21,27526,663277,5,,,2065565929,5,3077,43
31,TOWNHOUSE,0.042,27608,358500,3,,,2065655835,3,1458,44
32,SINGLE_FAMILY,0.177,27529,535925,4,,,2065764235,3,2472,45
33,LOT,0.468,27608,975000,,,,2066044578,,,46
34,TOWNHOUSE,0.06,27601,800084,3,,,2066781905,4,2034,47
35,TOWNHOUSE,0.09,27597,317247,3,,,2067008184,3,1590,162
36,SINGLE_FAMILY,0.17,27540,671775,3,,,2067636102,5,3302,163
37,SINGLE_FAMILY,0.17,27545,462716,5,,,2068519665,4,2488,164
38,SINGLE_FAMILY,0.14,27591,585000,4,,,2070844459,3,2689,165
39,SINGLE_FAMILY,0.338,27502,1362500,5,-78.902054,35.706757,215488885,7,5124,212
0,SINGLE_FAMILY,1.43,27529,395000,3,-78.56694,35.664803,53460737,2,2346,213
1,SINGLE_FAMILY,0.69,27606,755000,4,-78.72148,35.745724,53461466,3,2656,214
2,SINGLE_FAMILY,0.27,27526,357000,3,-78.76697,35.583412,60393452,3,1554,231
3,SINGLE_FAMILY,0.6,27604,475000,5,-78.549355,35.813736,60398020,3,2449,232
4,SINGLE_FAMILY,0.25,27616,525000,5,-78.54201,35.891266,60398193,4,3180,252
5,SINGLE_FAMILY,0.21,27616,415000,3,-78.51211,35.881443,60398605,2,1376,253
6,SINGLE_FAMILY,0.12,27603,435000,3,-78.670105,35.744488,60535266,3,1629,254
7,MANUFACTURED,1.92,27529,240000,3,-78.55284,35.671375,60535829,2,1210,255
8,TOWNHOUSE,0.029,27610,230000,2,-78.55522,35.762882,60537796,3,1218,256
9,TOWNHOUSE,0.03,27606,223000,2,-78.724625,35.785355,62038037,3,960,257
10,SINGLE_FAMILY,0.82,27612,540000,4,-78.689186,35.85759,6376442,4,2961,258
11,SINGLE_FAMILY,0.82,27612,685000,4,-78.66489,35.87211,6391724,4,2877,270
12,SINGLE_FAMILY,1.44,27597,335000,3,-78.31766,35.872547,6392791,3,1819,271
13,SINGLE_FAMILY,1.07,27614,534000,3,-78.66118,35.932827,6396943,3,3373,272
14,SINGLE_FAMILY,0.17,27610,270000,3,-78.62216,35.768356,6398007,1,935,273
15,SINGLE_FAMILY,0.57,27511,1295000,3,-78.78644,35.74613,6399388,5,4255,274
16,SINGLE_FAMILY,0.6,27511,1475000,4,-78.78604,35.7463,6401682,4,4263,275
17,SINGLE_FAMILY,0.24,27513,902860,3,-78.7855,35.793205,6416076,4,4079,276
18,SINGLE_FAMILY,0.32,27609,770000,4,-78.62895,35.84177,6428641,3,2513,277
19,SINGLE_FAMILY,0.3,27513,395000,3,-78.80017,35.78953,6437871,2,1506,278
20,SINGLE_FAMILY,0.47,27591,210000,4,-78.38324,35.81552,6438787,2,1437,279
21,SINGLE_FAMILY,0.3,27511,475500,4,-78.767555,35.786068,6442081,3,1785,280
22,SINGLE_FAMILY,0.69,27545,310000,3,-78.45616,35.763206,6451570,1,1070,281
23,SINGLE_FAMILY,0.59,27613,730000,4,-78.722725,35.900974,6455880,3,3073,282
24,SINGLE_FAMILY,0.34,27529,350000,3,-78.63733,35.706184,6460243,2,1282,283
25,SINGLE_FAMILY,4.17,27591,525000,3,-78.41734,35.77389,6461583,2,2128,284
26,LOT,1.04,27591,525000,,-78.41625,35.775005,6471575,,,285
27,SINGLE_FAMILY,0.6,27518,735000,5,-78.770996,35.72841,6481853,3,3366,286
28,TOWNHOUSE,0.02,27511,247400,2,-78.812515,35.75668,6486447,3,1105,287
29,MANUFACTURED,11.25,27596,310000,4,-78.38298,35.93337,6499475,3,1708,288
30,TOWNHOUSE,0.05,27520,280000,3,-78.50127,35.680096,6500305,2,1430,289
31,TOWNHOUSE,0.03,27606,270000,2,-78.73364,35.78032,6504487,3,1250,290
32,SINGLE_FAMILY,0.19,27513,530000,4,-78.83053,35.772648,6508564,3,2061,291
33,SINGLE_FAMILY,0.69,27603,325000,3,-78.64309,35.61488,6509124,3,1440,292
34,MANUFACTURED,0.18,27587,80000,3,-78.5058,35.981037,6520319,2,1500,293
35,SINGLE_FAMILY,0.23,27502,362000,3,-78.84985,35.722664,6520900,2,1142,294
36,SINGLE_FAMILY,0.31,27613,700000,4,-78.70544,35.88494,6523251,3,3042,295
37,SINGLE_FAMILY,1.86,27614,600000,3,-78.68356,35.968655,6527230,3,2197,296
38,SINGLE_FAMILY,0.43,27612,740000,4,-78.73824,35.87301,6527423,3,3029,305
39,SINGLE_FAMILY,0.24,27616,393000,4,-78.52585,35.86859,65335570,3,1991,306
0,SINGLE_FAMILY,0.16,27526,420000,3,-78.7689,35.614716,103762944,3,1800,1
1,TOWNHOUSE,0.05,27560,415000,3,-78.85001,35.848618,120874386,3,1733,2
2,SINGLE_FAMILY,0.18,27526,375000,3,-78.7484,35.585785,122276323,2,1623,3
3,SINGLE_FAMILY,0.32,27608,1600000,4,-78.65407,35.804146,132217183,4,2685,31
4,CONDO,0,27610,160000,2,-78.60777,35.79939,132245869,2,1012,32
5,MULTI_FAMILY,0.44,27604,440000,,,,2062731264,,2572,33
6,SINGLE_FAMILY,0.25,27540,606820,4,,,2063306139,3,2883,34
7,SINGLE_FAMILY,0.27,27540,605515,4,,,2063317680,3,2883,35
8,SINGLE_FAMILY,0.472,27502,1196313,5,,,2064283120,6,5237,36
9,SINGLE_FAMILY,0.388,27502,1349076,5,,,2064284967,5,5006,37
10,SINGLE_FAMILY,0.147,27610,498535,2,,,2064340287,2,1861,38
11,SINGLE_FAMILY,0.169,27526,477448,4,,,2066377891,3,2132,39
12,TOWNHOUSE,0.06,27601,754999,3,,,2066781856,4,2009,40
13,LOT,3.173,27597,150000,,,,2066840334,,,41
14,SINGLE_FAMILY,0.32,27539,700963,3,,,2067257337,4,3127,42
15,SINGLE_FAMILY,0.96,27587,1426000,4,-78.57981,35.986958,215486951,5,4430,43
16,TOWNHOUSE,0.4,27587,349900,3,-78.48959,35.978943,215487102,3,1600,44
17,SINGLE_FAMILY,0.21,27587,570000,4,-78.51495,35.95514,215492830,4,2975,45
18,SINGLE_FAMILY,0.104,27587,368000,3,-78.499504,35.978832,215493038,3,1530,46
19,SINGLE_FAMILY,0.23,27540,875000,5,-78.85988,35.663055,248747622,5,4300,47
20,SINGLE_FAMILY,0.37,27616,692000,7,-78.55687,35.850586,248752120,7,4400,162
21,SINGLE_FAMILY,0.15,27526,390000,3,-78.74564,35.589546,248755285,2,1461,163
22,SINGLE_FAMILY,0.57,27571,645000,5,-78.45934,35.9099,248756599,4,3658,164
23,TOWNHOUSE,0.05,27502,2295,3,-78.84576,35.740353,305116958,2.5,2447,165
24,TOWNHOUSE,0.025,27502,510000,4,-78.88331,35.743206,305125083,4,2421,212
25,SINGLE_FAMILY,2,27511,480000,2,-78.771645,35.766575,50097681,4,3052,213
26,SINGLE_FAMILY,0.25,27502,560000,4,-78.91004,35.730774,50103431,3,2073,214
27,SINGLE_FAMILY,0.21,27540,655000,5,-78.794174,35.656128,50105966,3,2845,231
28,SINGLE_FAMILY,0.1,27604,328500,3,-78.57107,35.802372,50106727,2,1081,232
29,SINGLE_FAMILY,0.17,27606,455000,3,-78.73403,35.74851,50107007,2,1977,252
30,SINGLE_FAMILY,0.2,27545,354500,3,-78.463455,35.812225,50110083,2,1307,253
31,SINGLE_FAMILY,0.57,27587,775000,5,-78.54073,36.008755,50114073,3,3348,254
32,SINGLE_FAMILY,0.28,27603,575000,4,-78.66991,35.668106,50114254,3,2350,255
33,SINGLE_FAMILY,0.26,27502,623000,4,-78.88731,35.732674,50114442,3,2376,256
34,SINGLE_FAMILY,0.15,27612,450000,3,-78.71797,35.85536,50115391,3,1669,257
35,SINGLE_FAMILY,0.34,27523,635000,4,-78.8833,35.75961,50116002,3,2337,258
36,SINGLE_FAMILY,0.04,27614,360000,3,-78.590454,35.908638,50116351,3,1686,270
37,SINGLE_FAMILY,0.55,27587,482500,3,-78.540474,36.004005,50119795,3,1940,271
38,SINGLE_FAMILY,0.17,27617,549900,4,-78.732414,35.905746,50120492,3,1953,272
39,SINGLE_FAMILY,0.36,27614,750000,4,-78.5839,35.916573,50121891,3,3350,273
