,lotAreaValue,bedrooms,longitude,latitude,bathrooms,livingArea,CONDO,LOT,SINGLE_FAMILY,TOWNHOUSE,price,27501.0,27502.0,27511.0,27513.0,27518.0,27519.0,27520.0,27523.0,27526.0,27529.0,27539.0,27540.0,27545.0,27560.0,27562.0,27571.0,27587.0,27591.0,27592.0,27596.0,27597.0,27601.0,27603.0,27604.0,27605.0,27606.0,27607.0,27608.0,27609.0,27610.0,27612.0,27613.0,27614.0,27615.0,27616.0,27617.0
232,0.02,4.0,-78.73778,35.80439,4.0,2157.0,0,0,0,1,575000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
233,0.03,3.0,-78.72409,35.869568,4.0,1928.0,0,0,0,1,387500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
234,1.87,3.0,-78.61357,35.91101,3.0,2108.0,0,1,0,0,160000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
235,0.02,3.0,-78.87337,35.74304,3.0,1460.0,0,0,0,1,332500,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
236,0.46,3.0,-78.6621,35.634064,2.0,1369.0,0,0,1,0,334200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
237,0.62,4.0,-78.54358,35.988495,4.0,3740.0,0,0,1,0,840000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
238,0.21,4.0,-78.51495,35.95514,4.0,2975.0,0,0,1,0,570000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
239,0.12,3.0,-78.427765,35.76075,3.0,2375.0,0,0,1,0,500000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
240,0.35,4.0,-78.47938,35.960285,3.0,2205.0,0,0,1,0,470000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
241,0.15,5.0,-78.564606,35.75542,3.0,2034.0,0,0,1,0,370000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
242,0.9,3.0,-78.67908,35.617996,3.0,3196.0,0,0,1,0,675000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
243,1.92,3.0,-78.55284,35.671375,2.0,1210.0,0,0,0,0,240000,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
244,0.6,3.0,-78.70403,35.55616,3.0,2108.0,0,1,0,0,493500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
245,0.25,3.0,-78.7865,35.605644,2.0,1567.0,0,0,1,0,351000,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
246,0.16,3.0,-78.7207,35.856327,3.0,1785.0,0,0,1,0,486000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
247,0.03,2.0,-78.681725,35.749966,2.0,1256.0,0,0,0,1,285000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
248,0.04,2.0,-78.79759,35.77725,3.0,1224.0,0,0,0,1,300000,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
249,0.0399908172635445,3.0,-78.46822,35.919926,2.0,1661.0,0,0,1,0,300000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
250,0.1399999999999999,4.0,-78.5239,35.8641,3.0,2340.0,0,0,1,0,450000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
251,0.61,4.0,-78.77072,35.6089,4.0,2817.0,0,0,1,0,470000,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
252,0.25,7.0,-78.511185,35.91391,6.0,5653.0,0,0,1,0,742000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
253,0.03,3.0,-78.64423,35.88415,2.0,1342.0,0,0,0,1,280000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
254,0.15,4.0,-78.79775,35.570625,3.0,2571.0,0,0,1,0,465000,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
255,0.15,3.0,-78.66327,35.66946,3.0,2580.0,0,0,1,0,525000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
256,0.03,2.0,-78.64353,35.887417,2.0,1277.0,0,0,0,1,265000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
257,0.18,4.0,-78.50233,35.781654,3.0,2627.0,0,0,1,0,405000,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
258,0.05,4.0,-78.73339,35.74627,3.0,2337.0,0,0,0,1,395000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
259,0.62,4.0,-78.62957,35.80903,3.0,2656.0,0,0,1,0,905000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
260,0.44,4.0,-78.536026,35.776043,4.0,3945.0,0,0,1,0,665000,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
261,0.65,4.0,-78.66999,35.875107,3.0,3411.0,0,0,1,0,739000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
262,0.45,4.0,-78.82003,35.588165,3.0,1877.0,0,0,1,0,502000,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
263,0.2,4.0,-78.776024,35.655872,3.0,2861.0,0,0,1,0,805109,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
264,0.37,4.0,-78.517265,35.97368,3.0,2456.0,0,0,1,0,555555,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
265,0.33999081726354,3.0,-78.65485,35.849773,2.0,2000.0,0,0,1,0,600000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
266,0.0599862258953168,3.0,-78.641335,35.831203,4.0,2317.0,0,0,0,1,750000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
267,0.18,4.0,-78.512024,35.83769,3.0,2674.0,0,0,1,0,505000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
268,0.1,3.0,-78.54296,35.893787,3.0,1410.0,0,0,0,1,300300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
269,0.21,3.0,-78.51211,35.881443,2.0,1376.0,0,0,1,0,415000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
270,0.38999081726354,3.0,-78.66524,35.842014,2.5,2041.0,0,0,1,0,465000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
271,0.94,4.0,-78.55879,35.828213,3.0,3835.0,0,0,1,0,594450,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
272,0.1599862258953168,3.0,-78.54324,35.702404,3.0,2108.0,0,1,0,0,436500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
273,0.29,3.0,-78.88958,35.724285,2.0,1608.0,0,0,1,0,455000,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
274,0.13,2.0,-78.42296,35.75889,2.0,1888.0,0,0,1,0,473801,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
275,0.33,3.0,-78.63664,35.812317,3.0,2201.0,0,0,1,0,736842,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
276,0.15,3.0,-78.545,35.737556,2.5,2040.0,0,0,1,0,407000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
277,0.03,3.0,-78.80847,35.90572,4.0,1718.0,0,0,0,1,370000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
278,0.41999540863177,3.0,-78.54315,35.746162,2.0,1164.0,0,0,1,0,210000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
279,6.98,3.0,-78.48509,35.87528,4.0,2105.0,0,0,1,0,835000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
280,0.6,4.0,-78.78604,35.7463,4.0,4263.0,0,0,1,0,1475000,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
281,0.33,4.0,-78.8573,35.80632,4.0,2744.0,0,0,1,0,960000,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
282,0.03,2.0,-78.51371,35.966305,3.0,1380.0,0,0,0,1,300000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
283,0.1399999999999999,2.0,-78.51096,35.897945,2.0,1845.0,0,0,1,0,380000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
284,0.3,4.0,-78.7827,35.798103,3.0,2067.0,0,0,1,0,435000,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
285,0.1699954086317722,3.0,-78.77093,35.58796,2.5,2117.0,0,0,1,0,2295,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
286,0.18,3.0,-78.466866,35.911892,3.0,2134.0,0,0,1,0,411000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
287,0.25,3.0,-78.67021,35.74183,3.0,1863.0,0,0,1,0,448000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
288,0.03,3.0,-78.89515,35.82733,4.0,1800.0,0,0,0,1,431000,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
289,0.2299999999999999,3.0,-78.77705,35.657368,3.0,2499.0,0,0,1,0,595000,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
290,0.95,4.0,-78.677216,35.943882,5.0,4315.0,0,0,1,0,1317914,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
291,0.1199954086317722,3.0,-78.61614,35.73328,2.5,1679.0,0,0,1,0,2199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
292,0.31,4.0,-78.65047,35.799664,5.0,4669.0,0,0,1,0,1685000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
293,0.82,4.0,-78.66489,35.87211,4.0,2877.0,0,0,1,0,685000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
294,0.28,4.0,-78.59463,35.67366,4.0,3011.0,0,0,1,0,585000,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
295,0.15,4.0,-78.73003,35.88176,3.0,2538.0,0,0,1,0,600000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
296,0.33,5.0,-78.89549,35.834824,4.0,4116.0,0,0,1,0,1060000,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
297,0.22,4.0,-78.46686,35.797592,3.0,2968.0,0,0,1,0,580000,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
298,0.36,3.0,-78.64793,35.866337,2.0,1524.0,0,0,1,0,380000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
299,0.09,4.0,-78.90761,35.83186,4.0,2830.0,0,0,1,0,735000,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
300,0.03,2.0,-78.64271,35.8828,2.0,1220.0,0,0,0,1,280000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
301,0.31,3.0,-78.663574,35.80396,3.0,1910.0,0,0,0,0,825000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
302,0.2299999999999999,2.0,-78.674034,35.797855,2.0,1461.0,0,0,1,0,520000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
303,0.81,5.0,-78.84077,35.78804,5.0,4383.0,0,0,1,0,1315000,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
304,0.28,4.0,-78.86636,35.767292,3.0,2222.0,0,0,1,0,626750,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
305,0.32998163452709,3.0,-78.567665,35.84082,3.0,1902.0,0,0,1,0,414000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
306,0.28,4.0,-78.77807,35.714195,3.0,3407.0,0,0,1,0,800000,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
307,0.05,3.0,-78.8753,35.727566,3.0,1476.0,0,0,0,1,365000,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
308,0.2299999999999999,4.0,-78.81078,35.67658,3.0,2283.0,0,0,1,0,435000,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
309,8.25,3.0,-78.85417,35.56534,3.0,2108.0,0,0,1,0,174000,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
310,0.97,3.0,-78.8065,35.642895,4.0,3658.0,0,0,1,0,750000,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
311,0.32,4.0,-78.497345,35.850533,3.0,3223.0,0,0,1,0,523500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
312,0.73,3.0,-78.75257,35.63166,3.0,1834.0,0,0,1,0,405000,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
313,0.22,3.0,-78.4541,35.76577,2.0,1230.0,0,0,1,0,331000,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
314,0.46,4.0,-78.70431,35.768223,3.0,2900.0,0,0,1,0,545000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
315,0.229981634527089,3.0,-78.79663,35.55967,3.0,2108.0,0,1,0,0,218500,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
316,0.11,3.0,-78.92706,35.73302,3.0,1902.0,0,0,1,0,575000,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
317,0.15,4.0,-78.59418,35.74222,2.5,2035.0,0,0,1,0,2325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
318,0.1,2.0,-78.68811,35.826893,3.0,1720.0,0,0,0,1,465000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
319,0.1399908172635445,3.0,-78.83238,35.821236,3.0,2108.0,0,1,0,0,987000,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
320,0.04,2.0,-78.850266,35.834618,3.0,1380.0,0,0,0,1,340000,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
321,0.08,4.0,-78.9186,35.737762,4.0,2370.0,0,0,1,0,590000,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
322,0.1199954086317722,3.0,-78.58727,35.76983,2.5,1480.0,0,0,1,0,180000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
323,0.16,4.0,-78.556145,35.966125,3.0,2538.0,0,0,1,0,475000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
324,0.58999081726354,3.0,-78.75635,35.733486,3.0,4217.0,0,0,1,0,675000,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
325,0.2,3.0,-78.543434,35.702396,3.0,2108.0,0,1,0,0,451000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
326,0.22,4.0,-78.67501,35.867184,3.0,2737.0,0,0,1,0,700000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
327,0.25998622589532,3.0,-78.549965,35.818268,3.5,2961.0,0,0,1,0,115500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
328,0.2,3.0,-78.66886,35.798695,2.0,1072.0,0,0,1,0,525000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
329,0.029981634527089,2.0,-78.73848,35.895725,3.0,1277.0,0,0,0,1,300000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
330,0.29,4.0,-78.8185,35.674004,3.0,2990.0,0,0,1,0,756470,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
331,0.71,3.0,-78.52075,35.892918,3.0,1755.0,0,0,1,0,415000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
332,0.69,3.0,-78.607124,35.780094,3.0,2822.0,0,0,1,0,685000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
333,0.19,3.0,-78.78972,35.816204,3.0,1629.0,0,0,1,0,485000,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
334,0.29,4.0,-78.605,35.79728,2.0,1564.0,0,0,1,0,480000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
335,0.1399999999999999,2.0,-78.42811,35.76265,2.0,1670.0,0,0,1,0,390000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
336,0.0,2.0,-78.79274,35.75751,1.0,729.0,1,0,0,0,224921,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
337,0.01,3.0,-78.739975,35.879017,3.0,2026.0,0,0,0,1,410000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
338,0.31,4.0,-78.52657,35.874725,3.0,2267.0,0,0,1,0,460000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
339,1.01,4.0,-78.67932,35.942726,5.0,5076.0,0,0,1,0,2072136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
340,0.36999540863177,3.0,-78.89296,35.62668,3.0,2108.0,0,1,0,0,879000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
341,0.3,6.0,-78.62259,35.68515,4.0,2400.0,0,0,0,0,355000,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
342,0.69,3.0,-78.64309,35.61488,3.0,1440.0,0,0,1,0,325000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
343,0.64,3.0,-78.61614,35.705032,3.0,2369.0,0,0,1,0,426000,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
344,0.38,3.0,-78.87288,35.779015,3.0,1770.0,0,0,1,0,507500,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
345,0.26,3.0,-78.71689,35.880104,3.0,1810.0,0,0,1,0,470000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
346,0.82,4.0,-78.689186,35.85759,4.0,2961.0,0,0,1,0,540000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
347,0.03,3.0,-78.89542,35.828342,4.0,1775.0,0,0,0,1,380000,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
348,0.71,4.0,-78.4576,35.93771,3.0,2538.0,0,0,1,0,440000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
349,1.29,3.0,-78.74156,35.662148,3.0,1900.0,0,0,1,0,425000,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
350,0.2299999999999999,5.0,-78.85988,35.663055,5.0,4300.0,0,0,1,0,875000,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
351,0.004,3.0,-78.42674,35.760624,3.0,1700.0,0,0,0,1,359500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
